Draw,Draw Date,1,2,3,4,5,6,Bonus Ball,2nd Bonus Ball,Power Ball
2084,Saturday 24 July 2021,7,9,24,35,14,10,1,,8
2083,Wednesday 21 July 2021,29,28,5,38,7,33,23,,3
2082,Saturday 17 July 2021,36,32,3,11,8,5,37,,3
2081,Wednesday 14 July 2021,13,19,21,6,38,12,33,,8
2080,Saturday 10 July 2021,25,26,14,22,19,7,27,,9
2079,Wednesday 07 July 2021,30,8,3,14,15,31,39,,3
2078,Saturday 03 July 2021,12,40,4,21,5,22,7,,2
2077,Wednesday 30 June 2021,9,22,13,1,35,8,15,,6
2076,Saturday 26 June 2021,26,1,11,32,2,6,10,,3
2075,Wednesday 23 June 2021,18,8,38,27,26,17,10,,1
2074,Saturday 19 June 2021,31,12,23,30,13,27,32,,7
2073,Wednesday 16 June 2021,22,35,17,39,26,25,19,,6
2072,Saturday 12 June 2021,12,18,4,15,36,24,3,,9
2071,Wednesday 09 June 2021,35,3,21,29,6,18,19,,1
2070,Saturday 05 June 2021,29,19,17,26,32,39,22,,2
2069,Wednesday 02 June 2021,14,10,37,4,3,38,34,,5
2068,Saturday 29 May 2021,2,35,38,10,16,31,40,,5
2067,Wednesday 26 May 2021,31,7,39,13,16,30,21,,9
2066,Saturday 22 May 2021,39,21,36,19,23,38,40,,9
2065,Wednesday 19 May 2021,22,11,16,34,30,1,18,,9
2064,Saturday 15 May 2021,31,17,6,8,25,26,15,,7
2063,Wednesday 12 May 2021,35,2,29,32,3,26,11,,3
2062,Saturday 08 May 2021,26,6,35,29,34,17,3,,10
2061,Wednesday 05 May 2021,26,9,2,21,25,38,18,,4
2060,Saturday 01 May 2021,7,33,25,30,20,31,12,,6
2059,Wednesday 28 April 2021,35,18,40,6,7,23,17,,10
2058,Saturday 24 April 2021,4,26,21,36,31,5,38,,2
2057,Wednesday 21 April 2021,1,23,38,37,18,33,34,,7
2056,Saturday 17 April 2021,24,1,35,22,8,40,6,,5
2055,Wednesday 14 April 2021,21,1,9,16,23,12,6,,5
2054,Saturday 10 April 2021,24,28,35,23,30,6,20,,10
2053,Wednesday 07 April 2021,15,29,22,10,31,6,38,,2
2052,Saturday 03 April 2021,21,8,16,34,15,25,19,,8
2051,Wednesday 31 March 2021,33,35,34,9,10,11,3,,10
2050,Saturday 27 March 2021,25,6,32,33,31,34,39,,6
2049,Wednesday 24 March 2021,27,17,13,20,2,33,35,,8
2048,Saturday 20 March 2021,23,11,40,17,31,1,14,,5
2047,Wednesday 17 March 2021,4,3,20,33,10,15,28,,4
2046,Saturday 13 March 2021,1,26,19,22,11,7,27,,2
2045,Wednesday 10 March 2021,17,22,6,3,11,15,25,,10
2044,Saturday 06 March 2021,18,11,35,17,1,6,15,,9
2043,Wednesday 03 March 2021,22,9,39,3,20,26,31,,9
2042,Saturday 27 February 2021,38,23,40,32,26,15,13,,3
2041,Wednesday 24 February 2021,31,26,36,24,38,7,40,,5
2040,Saturday 20 February 2021,19,30,10,16,29,7,11,,8
2039,Wednesday 17 February 2021,16,26,15,31,33,25,12,,1
2038,Saturday 13 February 2021,1,18,20,16,8,27,13,,9
2037,Wednesday 10 February 2021,20,8,19,40,26,24,2,,4
2036,Saturday 06 February 2021,3,10,11,2,38,8,35,,5
2035,Wednesday 03 February 2021,32,24,1,26,19,37,17,,7
2034,Saturday 30 January 2021,1,29,18,11,34,20,28,,4
2033,Wednesday 27 January 2021,15,29,10,23,17,28,26,,9
2032,Saturday 23 January 2021,6,40,30,20,4,16,18,,8
2031,Wednesday 20 January 2021,38,6,9,11,5,17,7,,7
2030,Saturday 16 January 2021,2,18,19,17,30,13,38,,3
2029,Wednesday 13 January 2021,37,25,17,35,38,26,31,,4
2028,Saturday 09 January 2021,30,17,14,11,28,34,10,,9
2027,Wednesday 06 January 2021,18,16,32,1,6,23,3,,5
2026,Saturday 02 January 2021,29,20,4,15,36,39,40,,8
2025,Wednesday 30 December 2020,26,5,2,9,28,24,25,,10
2024,Saturday 26 December 2020,38,7,21,1,11,16,2,,5
2023,Wednesday 23 December 2020,38,27,26,34,25,19,11,,8
2022,Saturday 19 December 2020,40,5,37,31,16,39,7,,8
2021,Wednesday 16 December 2020,26,10,17,2,19,12,29,,3
2020,Saturday 12 December 2020,18,9,5,35,1,21,16,,3
2019,Wednesday 09 December 2020,17,29,34,22,20,27,6,,9
2018,Saturday 05 December 2020,10,1,15,4,14,20,8,,7
2017,Wednesday 02 December 2020,4,30,40,2,6,25,12,,8
2016,Saturday 28 November 2020,22,3,13,27,10,37,33,,1
2015,Wednesday 25 November 2020,35,3,29,14,2,30,9,,9
2014,Saturday 21 November 2020,36,19,7,5,15,6,37,,8
2013,Wednesday 18 November 2020,21,23,30,27,38,24,36,,8
2012,Saturday 14 November 2020,26,23,39,10,40,29,15,,6
2011,Wednesday 11 November 2020,17,4,35,3,13,26,2,,4
2010,Saturday 07 November 2020,16,20,24,31,14,1,10,,4
2009,Wednesday 04 November 2020,21,12,5,22,39,25,37,,5
2008,Saturday 31 October 2020,26,22,3,39,28,19,32,,4
2007,Wednesday 28 October 2020,12,35,28,37,17,40,39,,1
2006,Saturday 24 October 2020,13,19,12,36,22,11,2,,6
2005,Wednesday 21 October 2020,26,6,1,38,18,40,7,,9
2004,Saturday 17 October 2020,23,40,19,20,14,22,26,,7
2003,Wednesday 14 October 2020,34,5,1,31,21,16,40,,4
2002,Saturday 10 October 2020,33,32,20,5,1,31,13,,7
2001,Wednesday 07 October 2020,40,23,39,29,19,6,26,,8
2000,Saturday 03 October 2020,30,39,2,32,9,23,3,,7
1999,Wednesday 30 September 2020,12,39,16,25,35,29,33,,1
1998,Saturday 26 September 2020,1,11,37,9,3,23,12,,3
1997,Wednesday 23 September 2020,1,24,18,4,11,17,5,,2
1996,Saturday 19 September 2020,26,6,34,40,17,7,11,,4
1995,Wednesday 16 September 2020,37,11,17,29,18,25,22,,8
1994,Saturday 12 September 2020,17,35,1,32,3,23,18,,1
1993,Wednesday 09 September 2020,36,1,21,15,24,5,13,,5
1992,Saturday 05 September 2020,30,24,14,18,5,10,9,,5
1991,Wednesday 02 September 2020,19,8,17,20,27,15,11,,9
1990,Saturday 29 August 2020,37,8,19,23,14,20,16,,6
1989,Wednesday 26 August 2020,13,15,7,32,40,18,29,,8
1988,Saturday 22 August 2020,36,39,24,20,37,26,4,,4
1987,Wednesday 19 August 2020,30,13,26,37,31,25,15,,9
1986,Saturday 15 August 2020,8,23,27,21,12,22,16,,1
1985,Wednesday 12 August 2020,16,10,25,32,29,34,40,,4
1984,Saturday 08 August 2020,11,23,28,4,16,7,36,,5
1983,Wednesday 05 August 2020,22,20,5,9,19,24,6,,4
1982,Saturday 01 August 2020,22,24,34,16,31,7,20,,2
1981,Wednesday 29 July 2020,40,36,28,37,6,21,17,,8
1980,Saturday 25 July 2020,11,38,40,28,10,12,33,,3
1979,Wednesday 22 July 2020,30,40,20,18,4,10,25,,7
1978,Saturday 18 July 2020,9,1,23,10,22,16,33,,10
1977,Wednesday 15 July 2020,16,10,11,29,19,34,24,,4
1976,Saturday 11 July 2020,40,18,8,29,16,21,2,,8
1975,Wednesday 08 July 2020,14,31,32,37,24,15,17,,5
1974,Saturday 04 July 2020,7,2,30,6,25,23,39,,5
1973,Wednesday 01 July 2020,1,35,25,22,15,39,13,,4
1972,Saturday 27 June 2020,31,29,4,35,8,20,19,,4
1971,Wednesday 24 June 2020,35,39,29,40,4,34,12,,5
1970,Saturday 20 June 2020,2,11,10,29,35,3,23,,8
1969,Wednesday 17 June 2020,35,2,24,38,32,36,40,,6
1968,Saturday 13 June 2020,18,8,17,2,29,27,15,,3
1967,Wednesday 10 June 2020,17,15,22,11,6,12,39,,8
1966,Saturday 06 June 2020,25,10,12,39,11,6,5,,6
1965,Wednesday 03 June 2020,29,40,35,2,30,33,21,,5
1964,Saturday 30 May 2020,12,2,4,28,15,13,5,,10
1963,Wednesday 27 May 2020,9,34,31,1,20,29,25,,1
1962,Saturday 23 May 2020,28,32,12,14,35,10,29,,8
1961,Wednesday 20 May 2020,36,32,8,39,19,38,29,,2
1960,Saturday 16 May 2020,20,31,15,10,26,34,5,,1
1959,Wednesday 13 May 2020,20,5,6,18,29,33,7,,9
1958,Saturday 09 May 2020,38,29,22,27,15,7,33,,10
1957,Wednesday 06 May 2020,9,12,36,23,1,39,13,,6
1956,Saturday 02 May 2020,38,6,7,9,24,22,39,,4
1955,Wednesday 29 April 2020,16,24,11,33,23,29,20,,3
1954,Saturday 25 April 2020,12,22,5,38,19,25,32,,8
1953,Wednesday 22 April 2020,8,16,33,5,31,7,20,,8
1952,Saturday 18 April 2020,4,19,11,1,6,8,34,,1
1951,Wednesday 15 April 2020,22,26,29,3,15,17,18,,5
1950,Saturday 11 April 2020,28,8,25,23,27,17,7,,3
1949,Wednesday 08 April 2020,25,5,20,11,26,40,16,,2
1948,Saturday 04 April 2020,20,10,6,11,13,30,31,,2
1947,Wednesday 01 April 2020,35,28,21,25,8,32,18,,3
1946,Saturday 28 March 2020,3,2,39,19,35,37,23,,10
1945,Wednesday 25 March 2020,17,8,27,7,10,21,29,,7
1944,Saturday 21 March 2020,9,18,16,20,28,19,7,,5
1943,Wednesday 18 March 2020,36,12,18,2,28,20,32,,10
1942,Saturday 14 March 2020,36,25,9,23,13,22,37,,2
1941,Wednesday 11 March 2020,22,29,21,13,40,8,37,,1
1940,Saturday 07 March 2020,26,39,20,7,14,23,12,,2
1939,Wednesday 04 March 2020,30,39,36,5,14,40,7,,10
1938,Saturday 29 February 2020,4,18,27,25,32,28,37,,3
1937,Wednesday 26 February 2020,30,8,2,33,21,3,13,,6
1936,Saturday 22 February 2020,22,8,36,39,15,40,31,,10
1935,Wednesday 19 February 2020,25,35,12,31,24,16,1,,9
1934,Saturday 15 February 2020,31,10,4,17,29,2,5,,1
1933,Wednesday 12 February 2020,2,11,25,21,32,20,7,,3
1932,Saturday 08 February 2020,24,14,13,15,12,38,35,,10
1931,Wednesday 05 February 2020,31,15,3,40,6,2,30,,1
1930,Saturday 01 February 2020,30,20,22,24,32,16,6,,7
1929,Wednesday 29 January 2020,26,10,28,27,31,21,24,,6
1928,Saturday 25 January 2020,34,10,11,24,28,19,29,,9
1927,Wednesday 22 January 2020,29,35,14,1,36,39,5,,5
1926,Saturday 18 January 2020,1,20,24,34,5,37,26,,2
1925,Wednesday 15 January 2020,35,4,6,29,21,32,2,,7
1924,Saturday 11 January 2020,9,16,40,33,13,26,32,,3
1923,Wednesday 08 January 2020,23,2,25,4,6,24,38,,6
1922,Saturday 04 January 2020,12,6,17,24,7,33,23,,2
1921,Wednesday 01 January 2020,23,38,33,14,40,34,10,,8
1920,Saturday 28 December 2019,10,28,24,16,6,34,38,,2
1919,Wednesday 25 December 2019,35,16,13,15,6,38,33,,3
1918,Saturday 21 December 2019,9,14,34,7,20,18,8,,5
1917,Wednesday 18 December 2019,32,6,24,19,34,21,30,,2
1916,Saturday 14 December 2019,23,19,21,34,39,35,26,,5
1915,Wednesday 11 December 2019,7,11,16,39,2,28,5,,7
1914,Saturday 07 December 2019,6,26,27,25,23,9,39,,8
1913,Wednesday 04 December 2019,1,16,30,15,22,8,19,,8
1912,Saturday 30 November 2019,12,26,39,33,18,35,28,,5
1911,Wednesday 27 November 2019,28,1,9,26,4,22,23,,7
1910,Saturday 23 November 2019,16,17,20,22,29,28,6,,5
1909,Wednesday 20 November 2019,2,11,1,17,35,30,7,,10
1908,Saturday 16 November 2019,39,32,19,33,18,13,2,,6
1907,Wednesday 13 November 2019,22,17,2,9,10,31,18,,6
1906,Saturday 09 November 2019,7,6,37,11,23,29,20,,6
1905,Wednesday 06 November 2019,9,10,19,1,7,15,26,,2
1904,Saturday 02 November 2019,27,23,16,35,21,13,26,,10
1903,Wednesday 30 October 2019,10,39,5,11,36,7,20,,4
1902,Saturday 26 October 2019,12,24,16,8,19,20,18,,10
1901,Wednesday 23 October 2019,26,39,20,2,3,24,22,,7
1900,Saturday 19 October 2019,35,38,6,12,21,28,8,,6
1899,Wednesday 16 October 2019,22,29,14,7,17,5,9,,2
1898,Saturday 12 October 2019,30,23,40,25,27,19,37,,1
1897,Wednesday 09 October 2019,29,15,5,27,38,22,13,,3
1896,Saturday 05 October 2019,16,33,20,8,36,9,17,,5
1895,Wednesday 02 October 2019,6,22,4,32,3,25,13,,1
1894,Saturday 28 September 2019,37,15,39,5,13,36,14,,2
1893,Wednesday 25 September 2019,21,31,15,22,5,3,9,,3
1892,Saturday 21 September 2019,14,23,32,19,7,34,2,,3
1891,Wednesday 18 September 2019,21,26,11,36,19,7,17,,10
1890,Saturday 14 September 2019,34,13,26,15,6,22,12,,4
1889,Wednesday 11 September 2019,32,8,38,13,7,24,17,,9
1888,Saturday 07 September 2019,20,1,38,29,31,7,32,,2
1887,Wednesday 04 September 2019,22,30,39,4,6,20,38,,3
1886,Saturday 31 August 2019,30,5,2,24,37,4,33,,9
1885,Wednesday 28 August 2019,25,15,24,4,23,19,21,,3
1884,Saturday 24 August 2019,35,17,2,4,6,22,21,,8
1883,Wednesday 21 August 2019,8,15,23,21,17,6,29,,2
1882,Saturday 17 August 2019,1,32,12,29,10,6,19,,2
1881,Wednesday 14 August 2019,15,40,23,31,35,19,8,,2
1880,Saturday 10 August 2019,23,8,34,31,12,17,40,,8
1879,Wednesday 07 August 2019,24,40,25,3,7,11,35,,6
1878,Saturday 03 August 2019,7,30,34,31,39,17,25,,9
1877,Wednesday 31 July 2019,25,40,4,16,10,22,35,,2
1876,Saturday 27 July 2019,1,4,19,17,6,21,30,,5
1875,Wednesday 24 July 2019,6,27,25,32,23,22,8,,6
1874,Saturday 20 July 2019,5,13,22,24,4,28,6,,6
1873,Wednesday 17 July 2019,16,10,1,18,26,27,30,,8
1872,Saturday 13 July 2019,36,7,16,10,28,33,34,,4
1871,Wednesday 10 July 2019,28,33,35,5,12,38,37,,7
1870,Saturday 06 July 2019,31,33,5,37,17,2,40,,5
1869,Wednesday 03 July 2019,31,38,39,1,15,22,5,,4
1868,Saturday 29 June 2019,37,20,18,10,19,7,29,,7
1867,Wednesday 26 June 2019,32,29,39,38,15,30,28,,2
1866,Saturday 22 June 2019,37,26,14,10,7,12,40,,8
1865,Wednesday 19 June 2019,4,30,19,11,33,31,7,,5
1864,Saturday 15 June 2019,35,27,6,28,25,15,4,,5
1863,Wednesday 12 June 2019,7,39,2,8,6,23,32,,2
1862,Saturday 08 June 2019,10,36,6,27,22,25,17,,10
1861,Wednesday 05 June 2019,27,28,17,39,26,5,33,,1
1860,Saturday 01 June 2019,19,1,22,33,30,37,11,,6
1859,Wednesday 29 May 2019,30,10,20,40,8,26,5,,2
1858,Saturday 25 May 2019,30,10,23,37,2,35,21,,4
1857,Wednesday 22 May 2019,16,3,12,28,14,2,7,,7
1856,Saturday 18 May 2019,25,9,24,20,10,12,7,,1
1855,Wednesday 15 May 2019,14,13,5,21,37,27,22,,6
1854,Saturday 11 May 2019,3,39,20,16,2,19,32,,3
1853,Wednesday 08 May 2019,7,19,11,8,9,28,38,,3
1852,Saturday 04 May 2019,37,4,29,27,36,34,10,,8
1851,Wednesday 01 May 2019,38,32,7,17,37,16,9,,2
1850,Saturday 27 April 2019,8,24,4,37,22,29,35,,2
1849,Wednesday 24 April 2019,35,19,20,38,16,31,23,,1
1848,Saturday 20 April 2019,32,1,39,10,21,37,19,,2
1847,Wednesday 17 April 2019,34,35,9,21,27,18,11,,10
1846,Saturday 13 April 2019,18,26,28,10,1,8,31,,2
1845,Wednesday 10 April 2019,40,32,33,22,31,17,6,,5
1844,Saturday 06 April 2019,10,11,22,28,14,40,12,,8
1843,Wednesday 03 April 2019,30,7,35,12,38,10,24,,6
1842,Saturday 30 March 2019,2,21,18,13,9,3,33,,1
1841,Wednesday 27 March 2019,10,7,5,13,17,37,25,,5
1840,Saturday 23 March 2019,24,27,10,21,36,23,16,,3
1839,Wednesday 20 March 2019,33,10,23,30,21,12,6,,7
1838,Saturday 16 March 2019,21,11,3,37,32,18,20,,5
1837,Wednesday 13 March 2019,8,23,39,14,31,7,25,,6
1836,Saturday 09 March 2019,32,28,20,34,7,25,36,,8
1835,Wednesday 06 March 2019,21,7,16,32,4,36,15,,4
1834,Saturday 02 March 2019,9,12,19,14,8,15,24,,1
1833,Wednesday 27 February 2019,31,36,1,32,9,38,8,,1
1832,Saturday 23 February 2019,31,13,33,36,40,38,34,,9
1831,Wednesday 20 February 2019,7,28,23,22,20,1,39,,4
1830,Saturday 16 February 2019,36,1,35,2,40,27,3,,4
1829,Wednesday 13 February 2019,2,31,26,27,5,6,16,,2
1828,Saturday 09 February 2019,4,25,26,1,37,24,9,,7
1827,Wednesday 06 February 2019,6,15,14,26,8,31,34,,10
1826,Saturday 02 February 2019,29,33,17,9,19,20,14,,2
1825,Wednesday 30 January 2019,40,25,2,38,17,22,8,,9
1824,Saturday 26 January 2019,35,19,31,27,37,13,2,,6
1823,Wednesday 23 January 2019,11,40,10,3,31,13,35,,7
1822,Saturday 19 January 2019,24,33,1,17,32,12,31,,5
1821,Wednesday 16 January 2019,3,8,35,30,21,22,37,,1
1820,Saturday 12 January 2019,24,18,4,40,19,6,27,,6
1819,Wednesday 09 January 2019,4,40,11,23,6,12,10,,6
1818,Saturday 05 January 2019,4,23,34,24,2,20,31,,2
1817,Wednesday 02 January 2019,22,31,15,39,11,35,16,,3
1816,Saturday 29 December 2018,33,15,11,2,35,10,5,,8
1815,Wednesday 26 December 2018,40,29,24,3,32,30,20,,1
1814,Saturday 22 December 2018,25,15,10,31,28,27,38,,3
1813,Wednesday 19 December 2018,23,37,2,30,14,22,35,,2
1812,Saturday 15 December 2018,7,29,22,18,40,5,25,,6
1811,Wednesday 12 December 2018,37,3,29,20,32,30,11,,3
1810,Saturday 08 December 2018,2,16,18,12,38,8,33,,10
1809,Wednesday 05 December 2018,23,5,18,1,24,25,14,,9
1808,Saturday 01 December 2018,34,30,6,39,25,26,10,,3
1807,Wednesday 28 November 2018,19,30,38,20,18,31,24,,7
1806,Saturday 24 November 2018,24,22,8,21,34,25,37,,5
1805,Wednesday 21 November 2018,8,25,7,22,40,32,31,,5
1804,Saturday 17 November 2018,14,25,34,3,27,30,18,,7
1803,Wednesday 14 November 2018,8,6,20,31,24,27,1,,4
1802,Saturday 10 November 2018,10,4,9,27,30,20,8,,6
1801,Wednesday 07 November 2018,15,1,22,40,39,12,7,,10
1800,Saturday 03 November 2018,36,7,23,22,1,29,18,,2
1799,Wednesday 31 October 2018,14,11,15,10,32,16,37,,8
1798,Saturday 27 October 2018,17,15,34,18,10,12,23,,2
1797,Wednesday 24 October 2018,24,37,33,19,9,39,10,,8
1796,Saturday 20 October 2018,28,26,12,4,35,32,21,,1
1795,Wednesday 17 October 2018,26,17,10,5,33,21,25,,7
1794,Saturday 13 October 2018,5,26,34,9,1,4,29,,5
1793,Wednesday 10 October 2018,13,4,37,12,9,2,16,,9
1792,Saturday 06 October 2018,39,13,8,24,29,26,19,,2
1791,Wednesday 03 October 2018,39,1,28,16,32,40,27,,2
1790,Saturday 29 September 2018,24,29,32,15,19,35,30,,4
1789,Wednesday 26 September 2018,32,22,36,26,40,23,35,,1
1788,Saturday 22 September 2018,25,38,36,22,3,35,7,,2
1787,Wednesday 19 September 2018,3,13,7,11,9,5,36,,7
1786,Saturday 15 September 2018,17,8,15,7,2,12,19,,2
1785,Wednesday 12 September 2018,1,3,8,11,19,36,37,,7
1784,Saturday 08 September 2018,29,22,35,18,20,24,17,,2
1783,Wednesday 05 September 2018,35,4,12,30,13,33,37,,6
1782,Saturday 01 September 2018,34,18,36,21,1,8,15,,10
1781,Wednesday 29 August 2018,12,8,21,2,7,32,10,,7
1780,Saturday 25 August 2018,13,4,9,15,8,3,11,,6
1779,Wednesday 22 August 2018,28,2,25,5,15,10,33,,7
1778,Saturday 18 August 2018,27,9,13,7,38,23,20,,3
1777,Wednesday 15 August 2018,35,18,12,33,4,27,19,,8
1776,Saturday 11 August 2018,19,25,38,3,30,32,37,,2
1775,Wednesday 08 August 2018,37,14,25,18,20,17,24,,5
1774,Saturday 04 August 2018,16,22,37,5,32,29,27,,10
1773,Wednesday 01 August 2018,5,21,31,22,34,4,17,,8
1772,Saturday 28 July 2018,14,4,21,17,23,10,35,,1
1771,Wednesday 25 July 2018,35,19,18,10,16,28,9,,9
1770,Saturday 21 July 2018,1,12,34,8,10,31,20,,6
1769,Wednesday 18 July 2018,33,13,5,24,39,2,1,,6
1768,Saturday 14 July 2018,14,17,5,18,33,19,10,,9
1767,Wednesday 11 July 2018,22,23,18,20,35,15,4,,6
1766,Saturday 07 July 2018,29,10,30,15,33,18,27,,9
1765,Wednesday 04 July 2018,21,13,38,6,30,35,25,,2
1764,Saturday 30 June 2018,23,29,12,16,39,31,25,,1
1763,Wednesday 27 June 2018,22,2,34,19,24,27,21,,2
1762,Saturday 23 June 2018,4,39,17,30,15,18,31,,4
1761,Wednesday 20 June 2018,27,1,6,26,33,4,19,,9
1760,Saturday 16 June 2018,17,8,22,7,14,34,3,,10
1759,Wednesday 13 June 2018,10,36,12,37,9,18,1,,4
1758,Saturday 09 June 2018,20,9,4,3,2,24,30,,9
1757,Wednesday 06 June 2018,31,16,23,9,25,32,37,,7
1756,Saturday 02 June 2018,14,29,8,12,7,5,10,,7
1755,Wednesday 30 May 2018,22,29,18,34,28,14,12,,10
1754,Saturday 26 May 2018,13,36,2,37,18,17,40,,9
1753,Wednesday 23 May 2018,38,21,39,1,14,23,7,,5
1752,Saturday 19 May 2018,6,31,25,13,3,37,34,,5
1751,Wednesday 16 May 2018,14,16,29,28,13,1,37,,2
1750,Saturday 12 May 2018,12,10,4,40,38,33,27,,1
1749,Wednesday 09 May 2018,25,21,40,19,23,20,6,,6
1748,Saturday 05 May 2018,6,11,20,40,34,16,19,,9
1747,Wednesday 02 May 2018,25,28,8,2,29,7,11,,7
1746,Saturday 28 April 2018,16,40,36,5,11,4,2,,4
1745,Wednesday 25 April 2018,36,7,15,23,27,3,11,,3
1744,Saturday 21 April 2018,2,9,15,27,32,10,18,,3
1743,Wednesday 18 April 2018,1,35,20,19,24,39,12,,6
1742,Saturday 14 April 2018,21,3,34,35,25,14,23,,10
1741,Wednesday 11 April 2018,21,34,33,7,16,40,9,,4
1740,Saturday 07 April 2018,1,10,19,13,17,23,32,,3
1739,Wednesday 04 April 2018,22,38,1,15,14,13,32,,3
1738,Saturday 31 March 2018,11,6,16,4,23,2,40,,9
1737,Wednesday 28 March 2018,36,1,34,37,12,28,40,,7
1736,Saturday 24 March 2018,15,37,22,18,21,12,32,,5
1735,Wednesday 21 March 2018,35,13,38,29,14,9,27,,1
1734,Saturday 17 March 2018,24,19,15,25,40,16,31,,4
1733,Wednesday 14 March 2018,20,18,28,19,17,24,30,,3
1732,Saturday 10 March 2018,40,34,1,37,12,14,22,,10
1731,Wednesday 07 March 2018,25,3,34,29,23,15,1,,6
1730,Saturday 03 March 2018,2,19,34,35,38,12,3,,9
1729,Wednesday 28 February 2018,10,40,18,20,16,3,35,,2
1728,Saturday 24 February 2018,19,2,32,40,16,25,36,,2
1727,Wednesday 21 February 2018,9,31,17,3,25,11,10,,3
1726,Saturday 17 February 2018,30,35,29,37,31,36,19,,5
1725,Wednesday 14 February 2018,14,35,23,26,36,37,30,,6
1724,Saturday 10 February 2018,5,33,2,4,30,22,16,,7
1723,Wednesday 07 February 2018,25,11,29,39,17,34,1,,5
1722,Saturday 03 February 2018,29,11,38,2,30,15,36,,7
1721,Wednesday 31 January 2018,16,11,39,31,5,10,28,,5
1720,Saturday 27 January 2018,37,29,8,6,23,26,17,,7
1719,Wednesday 24 January 2018,28,1,24,25,20,16,22,,6
1718,Saturday 20 January 2018,20,17,26,1,39,12,7,,1
1717,Wednesday 17 January 2018,19,3,18,23,22,15,20,,2
1716,Saturday 13 January 2018,37,33,11,39,29,18,2,,10
1715,Wednesday 10 January 2018,8,1,16,2,4,26,39,,10
1714,Saturday 06 January 2018,19,40,13,33,10,15,32,,1
1713,Wednesday 03 January 2018,21,35,20,8,34,38,12,,3
1712,Saturday 30 December 2017,12,32,1,21,3,20,13,,5
1711,Wednesday 27 December 2017,22,28,16,30,15,3,5,,4
1710,Saturday 23 December 2017,17,29,38,25,19,15,7,,4
1709,Wednesday 20 December 2017,17,12,14,3,1,33,40,,2
1708,Saturday 16 December 2017,23,28,30,19,33,11,16,,3
1707,Wednesday 13 December 2017,6,39,37,11,10,34,30,,7
1706,Saturday 09 December 2017,4,8,16,22,15,5,25,,3
1705,Wednesday 06 December 2017,3,7,21,19,40,16,27,,5
1704,Saturday 02 December 2017,23,14,2,21,15,32,18,,4
1703,Wednesday 29 November 2017,5,24,9,17,14,31,8,,2
1702,Saturday 25 November 2017,25,34,37,24,7,22,19,,7
1701,Wednesday 22 November 2017,12,8,5,36,28,18,40,,5
1700,Saturday 18 November 2017,31,28,36,11,20,12,34,,2
1699,Wednesday 15 November 2017,7,32,2,26,16,33,12,,5
1698,Saturday 11 November 2017,18,39,14,3,26,38,40,,9
1697,Wednesday 08 November 2017,27,15,13,25,8,17,38,,5
1696,Saturday 04 November 2017,5,28,12,25,3,40,34,,10
1695,Wednesday 01 November 2017,3,29,39,17,19,23,18,,1
1694,Saturday 28 October 2017,37,10,12,23,1,9,13,,5
1693,Wednesday 25 October 2017,22,19,3,25,1,23,31,,8
1692,Saturday 21 October 2017,13,15,22,5,29,24,38,,8
1691,Wednesday 18 October 2017,11,14,15,22,13,32,3,,7
1690,Saturday 14 October 2017,4,38,7,31,11,3,25,,5
1689,Wednesday 11 October 2017,4,29,33,24,35,15,3,,2
1688,Saturday 07 October 2017,23,35,1,20,25,12,3,,1
1687,Wednesday 04 October 2017,5,33,3,37,21,2,24,,4
1686,Saturday 30 September 2017,32,24,4,34,25,16,14,,2
1685,Wednesday 27 September 2017,27,15,22,34,12,1,13,,5
1684,Saturday 23 September 2017,31,6,7,35,15,19,11,,4
1683,Wednesday 20 September 2017,20,35,10,33,36,16,15,,9
1682,Saturday 16 September 2017,37,3,24,20,9,15,16,,1
1681,Wednesday 13 September 2017,19,35,10,21,18,25,38,,7
1680,Saturday 09 September 2017,23,10,29,13,16,36,30,,9
1679,Wednesday 06 September 2017,3,27,30,25,7,28,40,,9
1678,Saturday 02 September 2017,20,22,10,30,21,37,39,,4
1677,Wednesday 30 August 2017,17,16,14,27,12,9,2,,6
1676,Saturday 26 August 2017,33,29,11,35,6,4,31,,8
1675,Wednesday 23 August 2017,10,26,39,25,4,7,13,,4
1674,Saturday 19 August 2017,17,4,22,32,28,27,18,,8
1673,Wednesday 16 August 2017,10,23,14,18,8,32,22,,10
1672,Saturday 12 August 2017,30,23,21,2,14,31,36,,9
1671,Wednesday 09 August 2017,32,12,4,19,7,37,11,,9
1670,Saturday 05 August 2017,31,16,35,22,29,30,17,,10
1669,Wednesday 02 August 2017,26,6,28,8,2,1,29,,3
1668,Saturday 29 July 2017,40,13,10,33,24,29,4,,9
1667,Wednesday 26 July 2017,4,5,40,12,34,21,17,,9
1666,Saturday 22 July 2017,13,35,36,2,19,25,6,,5
1665,Wednesday 19 July 2017,26,36,35,14,13,34,37,,3
1664,Saturday 15 July 2017,37,17,40,18,21,34,12,,1
1663,Wednesday 12 July 2017,18,26,5,21,30,32,1,,9
1662,Saturday 08 July 2017,10,13,30,23,9,25,34,,9
1661,Wednesday 05 July 2017,19,27,11,9,31,39,20,,6
1660,Saturday 01 July 2017,21,35,12,10,8,4,1,,5
1659,Wednesday 28 June 2017,1,10,18,27,40,26,6,,5
1658,Saturday 24 June 2017,25,11,29,34,39,40,10,,8
1657,Wednesday 21 June 2017,36,29,17,32,3,40,24,,9
1656,Saturday 17 June 2017,37,5,3,7,6,33,20,,9
